continent,iso_country,iso_region,municipality,iata_code
NA,VC,VC-06,Mustique Island,MQS
AF,ZW,ZW-MA,Mutare,UTA
AS,ID,ID-PA,Muting,MUF
AS,PK,PK-JK,Muzaffarabad,MFG
AF,TZ,TZ-22,Mwadui,MWN
AF,TZ,TZ-18,Mwanza,MWZ
AF,CD,CD-KW,Mweka,MEW
AS,MM,MM-11,Myitkyina,MYT
EU,GR,GR-82,Mykonos Island,JMK
EU,UA,UA-53,Myrhorod,MXR
OC,AU,AU-WA,Myroodah,MYO
NA,US,US-SC,Myrtle Beach,MYR
AS,RU,RU-YAN,Mys Kamennyi,YMK
AS,IN,IN-KA,Mysore,MYQ
EU,GR,GR-83,Mytilene,MJT
EU,IS,IS-6,Myvatn,MVA
AF,MW,MW-MZ,Mzuzu,ZZU
AF,CF,CF-BB,N'Délé,NDL
AF,TD,TD-CB,N'Djamena,NDJ
AF,GA,GA-3,N'Djolé,KDJ
AF,CD,CD-KN,N'dolo,NLO
AF,CM,CM-AD,N'Gaoundéré,NGE
AF,CD,CD-BC,N'Kolo-Fuma,NKL
AF,AO,AO-ZAI,N'zeto,ARZ
AS,TH,TH-80,Na Thon (Ko Samui Island),USM
OC,PG,PG-CPM,Nabai,BAP
AS,ID,ID-PA,Nabire-Papua Island,NBX
AF,MZ,MZ-N,Nacala,MNC
AF,TZ,TZ-12,Nachingwea,NCH
NA,US,US-TX,Nacogdoches,OCH
OC,FJ,FJ-W,Nadi,NAN
AF,MA,MA-NAD,Nador,NDR
OC,PG,PG-CPM,Nadunumu,NDN
AS,RU,RU-YAN,Nadym,NYM
AS,PH,PH-CAS,Naga,WNP
AS,JP,JP-42,Nagasaki,NGS
AS,JP,JP-23,Nagoya,NKM
AS,JP,JP-47,Naha,OKA
NA,CA,CA-NL,Nain,YDP
AF,KE,KE-110,Nairobi,NBO
AF,KE,KE-110,Nairobi,WIL
OC,PF,PF-U-A,Naiu Atoll,NIU
AS,IQ,IQ-NA,Najaf,NJF
AS,JP,JP-01,Nakashibetsu,SHB
AS,AZ,AZ-NX,Nakhchivan,NAJ
AS,TH,TH-72,Nakhon Pathom,KDT
AS,TH,TH-80,Nakhon Si Thammarat,NST
NA,CA,CA-ON,Nakina,YQN
NA,US,US-AK,Naknek,NNK
AF,KE,KE-700,Nakuru,NUU
EU,RU,RU-KB,Nalchik,NAL
OC,PG,PG-CPK,Namane,NMN
AS,UZ,UZ-NG,Namangan,NMA
OC,PG,PG-NIK,Namatanai,ATN
OC,PG,PG-CPK,Nambaiyufa,NBA
OC,AU,AU-NSW,Nambucca Heads,NBH
AS,NP,NP-SA,Namche Bazaar,SYH
AF,AO,AO-NAM,Namibe,MSZ
AS,ID,ID-MA,Namlea-Buru Island,NAM
AS,ID,ID-NT,Namodale-Rote Island,RTI
OC,MH,MH-NMK,Namorik Atoll,NDK
AF,MZ,MZ-N,Nampula,APL
AS,ID,ID-MA,Namrole-Buru Island,NRE
AS,MM,MM-17,Namsang,NMS
EU,NO,NO-17,Namsos,OSY
AS,MM,MM-17,Namtu,NMT
OC,PG,PG-NPP,Namudi,NDI
AF,NA,NA-OT,Namutoni,NNI
NA,CA,CA-BC,Nanaimo,YCD
NA,CA,CA-BC,Nanaimo,ZNA
AS,CN,CN-36,Nanchang,KHN
AS,CN,CN-51,Nanchong,NAO
EU,FR,FR-M,Nancy/Essey,ENC
NA,CR,CR-G,Nandayure,PBP
AS,IN,IN-MM,Nanded,NDC
AS,ID,ID-KB,Nanga Pinoh-Borneo Island,NPO
AF,MZ,MZ-P,Nangade,NND
AS,TW,TW-X-LK,Nangang Island,LZN
AS,CN,CN-32,Nanjing,NKG
AS,JP,JP-39,Nankoku,KCZ
AS,JP,JP-39,Nankoku,KCZ
AS,CN,CN-45,Nanning,NNG
NA,GL,GL-U-A,Nanortalik,JNN
EU,FR,FR-R,Nantes,NTE
AS,CN,CN-32,Nantong,NTG
NA,US,US-MA,Nantucket,ACK
SA,BR,BR-MG,Nanuque,NNU
OC,FJ,FJ-W,Nanuya Lailai Island,BXL
OC,FJ,FJ-W,Nanuya Levu Island,TTL
NA,US,US-AK,Nanwalek,KEB
AS,CN,CN-41,Nanyang,NNY
AF,KE,KE-200,Nanyuki,NYK
OC,PG,PG-CPM,Naoro Vilage,NOO
NA,US,US-CA,Napa,APC
NA,US,US-AK,Napakiak,WNA
NA,US,US-AK,Napaskiak,PKA
OC,NZ,NZ-HKB,Napier,NPE
NA,US,US-FL,Naples,APF
EU,IT,IT-72,Nápoli,NAP
OC,AU,AU-NT,Napperby,NPP
OC,PF,PF-U-A,Napuka Island,NAU
AS,IN,IN-MM,Naqpur,NAG
AF,ML,ML-2,Nara,NRM
OC,AU,AU-NSW,Narrabri,NAA
OC,AU,AU-NSW,Narrandera,NRA
OC,AU,AU-WA,Narrogin,NRG
NA,GL,GL-U-A,Narsaq,JNS
NA,GL,GL-U-A,Narsaq Kujalleq,QFN
NA,GL,GL-U-A,Narsarsuaq,UAK
EU,NO,NO-18,Narvik,NVK
EU,RU,RU-NEN,Naryan Mar,NNM
NA,US,US-NH,Nashua,ASH
NA,US,US-TN,Nashville,BNA
AS,IN,IN-MM,Nasik,ISK
NA,BS,BS-NP,Nassau,NAS
NA,BS,BS-NP,Nassau,PID
SA,BR,BR-RN,Natal,NAT
NA,CA,CA-QC,Natashquan,YNA
NA,US,US-MS,Natchez,HEZ
AF,BJ,BJ-AK,Natitingou,NAE
NA,CA,CA-NL,Natuashish,YNP
OC,FJ,FJ-C,Nausori,SUV
SA,BR,BR-SC,Navegantes,NVT
AS,UZ,UZ-NW,Navoi,NVI
AS,PK,PK-SD,Nawabashah,WNS
EU,GR,GR-82,Naxos Island,JNX
SA,PE,PE-ICA,Nazca,NZC
AF,AO,AO-CNO,Ndalatandos,NDF
AF,GA,GA-4,Ndende,KDN
AF,ZM,ZM-08,Ndola,NLA
AF,TZ,TZ-04,Nduli,IRI
EU,GR,GR-43,Nea Anchialos,VOL
SA,AR,AR-B,Necochea,NEC
SA,CO,CO-ANT,Necocli,NCI
NA,US,US-CA,Needles,EED
NA,GL,GL-U-A,Neerlerit Inaat,CNP
EU,RU,RU-BA,Neftekamsk,NEF
AS,RU,RU-KHM,Nefteyugansk,NFG
AF,AO,AO-UIG,Negage,GXG
OC,PG,PG-CPK,Negarbo,GBF
AF,ET,ET-OR,Negele Borana,EGL
NA,JM,JM-09,Negril,NEG
SA,CO,CO-HUI,Neiva,NVA
AF,ET,ET-BE,Nejjo,NEJ
AF,ET,ET-OR,Nekemte,NEK
OC,NZ,NZ-NSN,Nelson,NSN
NA,US,US-AK,Nelson Lagoon,NLG
AF,ZA,ZA-MP,Nelspruit,NLP
AF,MR,MR-01,Néma,EMN
NA,CA,CA-QC,Nemiscau,YNS
NA,US,US-AK,Nenana,ENN
AS,NP,NP-BH,Nepalgunj,KEP
OC,PG,PG-MBA,Nepesi,PPX
NA,US,US-UT,Nephi,NPH
AS,RU,RU-SA,Neryungri,NER
EU,DE,DE-MV,Neubrandenburg,FNB
EU,DE,DE-SH,Neumünster,EUM
SA,AR,AR-Q,Neuquen,NQN
EU,FR,FR-D,Nevers/Fourchambault,NVS
AS,TR,TR-50,Nevşehir,NAV
SA,GY,GY-EB,New Amsterdam,QSX
NA,US,US-MA,New Bedford,EWB
NA,US,US-NC,New Bern,EWN
AS,IN,IN-DL,New Delhi,DEL
OC,AU,AU-QLD,New Dixie,DXD
AF,SD,SD-05,New Halfa,NHF
NA,US,US-CT,New Haven,HVN
NA,US,US-LA,New Iberia,ARA
NA,US,US-LA,New Orleans,MSY
NA,US,US-LA,New Orleans,NBG
NA,US,US-LA,New Orleans,NEW
NA,US,US-OH,New Philadelphia,PHD
OC,NZ,NZ-TKI,New Plymouth,NPL
NA,US,US-AK,New Stuyahok,KNW
NA,US,US-MN,New Ulm,ULM
NA,US,US-NY,New York,JFK
NA,US,US-NY,New York,JPB
NA,US,US-NY,New York,JRA
NA,US,US-NY,New York,JRB
NA,US,US-NY,New York,LGA
NA,US,US-NY,New York,QNY
NA,US,US-NY,New York,TSS
NA,US,US-NJ,Newark,EWR
NA,US,US-NY,Newburgh,SWF
NA,US,US-WY,Newcastle,ECS
EU,GB,GB-ENG,Newcastle,NCL
AF,ZA,ZA-NL,Newcastle,NCS
OC,AU,AU-WA,Newman,ZNE
NA,US,US-VT,Newport,EFK
NA,US,US-RI,Newport,NPT
NA,US,US-VA,Newport News,PHF
EU,GB,GB-ENG,Newquay,NQY
OC,AU,AU-NT,Newry,NRY
NA,US,US-AK,Newtok,WWT
NA,US,US-KS,Newton,EWK
NA,US,US-IA,Newton,TNU
AS,IN,IN-TN,Neyveli,NVY
AF,ZA,ZA-NP,Ngala,NGL
OC,FJ,FJ-E,Ngau,NGI
AS,NP,NP-GA,Ngawal,NGX
AF,AO,AO-CNN,Ngiva,VPE
AF,ZM,ZM-07,Ngoma,ZGM
AS,VN,VN-34,Nha Trang,CXR
AS,VN,VN-34,Nha Trang,NHA
OC,AU,AU-NT,Nhulunbuy,GOV
NA,US,US-NY,Niagara Falls,IAG
AF,NE,NE-8,Niamey,NIM
AF,TG,TG-K,Niamtougou,LRL
NA,CU,CU-11,Nicaro,ICR
EU,FR,FR-U,Nice,NCE
AS,CY,CY-02,Nicosia,ECN
AS,CY,CY-02,Nicosia,NIC
NA,CR,CR-G,Nicoya,NOB
NA,CR,CR-P,Nicoya,TMU
NA,CR,CR-G,Nicoya/Guanacate,NCT
SA,SR,SR-NI,Nieuw Nickerie,ICK
NA,US,US-AK,Nightmute,NME
AS,JP,JP-15,Niigata,KIJ
EU,UA,UA-48,Nikolayev,NLV
AS,RU,RU-KHA,Nikolayevsk-na-Amure Airport,NLI
NA,US,US-AK,Nikolski,IKO
OC,KI,KI-G,Nikunau,NIG
NA,US,US-MI,Niles,NLE
AF,LR,LR-NI,Nimba,NIA
EU,FR,FR-K,Nîmes/Garons,FNI
AS,CN,CN-33,Ningbo,NGB
AS,CN,CN-53,Ninglang,NLH
AF,CD,CD-BN,Nioki,NIO
AF,ML,ML-1,Nioro du Sahel,NIX
EU,FR,FR-T,Niort/Souché,NIT
OC,PG,PG-SHM,Nipa,NPG
SA,BR,BR-GO,Niquelândia,NQL
EU,RS,RS-20,Nis,INI
OC,PG,PG-NSB,Nissan Island,IIS
OC,TO,TO-03,Niuatoputapu,NTT
EU,RU,RU-TA,Nizhnekamsk,NBC
AS,RU,RU-KHM,Nizhnevartovsk,NJC
EU,RU,RU-NIZ,Nizhny Novgorod,GOJ
AF,TZ,TZ-04,Njombe,JOM
AF,LS,LS-F,Nkaus,NKU
AF,CG,CG-11,Nkayi,NKY
AF,CM,CM-LT,Nkongsamba,NKS
NA,US,US-AK,Noatak,WTK
AS,RU,RU-SAK,Nogliki-Sakhalin Island,NGK
OC,PG,PG-WPD,Nomad River,NOM
NA,US,US-AK,Nome,OME
NA,US,US-AK,Nondalton,NNL
OC,KI,KI-G,Nonouti,NON
OC,AU,AU-WA,Noonkanbah,NKB
NA,US,US-AK,Noorvik,ORV
EU,DE,DE-NI,Norddeich,NOD
EU,DE,DE-NI,Norderney,NRD
EU,IS,IS-7,Norðfjörður,NOR
NA,US,US-NE,Norfolk,OFK
NA,US,US-VA,Norfolk,ORF
AS,RU,RU-KYA,Norilsk,NSK
NA,US,US-OK,Norman,OUN
NA,CA,CA-NT,Norman Wells,YVQ
OC,AU,AU-QLD,Normanton,NTN
NA,US,US-ME,Norridgewock,OWK
EU,SE,SE-E,Norrköping,NRK
OC,VU,VU-MAP,Norsup,NUS
NA,CA,CA-SK,North Battleford,YQW
NA,CA,CA-ON,North Bay,YYB
NA,US,US-OR,North Bend,OTH
EU,GB,GB-SCT,North Connel,OBN
NA,BS,BS-HI,North Eleuthera,ELH
NA,US,US-RI,North Kingstown,NCO
NA,US,US-SC,North Myrtle Beach,CRE
NA,US,US-NE,North Platte,LBF
EU,GB,GB-SCT,North Ronaldsay,NRL
NA,CA,CA-ON,North Spirit Lake,YNO
NA,US,US-AK,North Whale Pass,WWP
NA,US,US-NC,North Wilkesboro,IKB
EU,GB,GB-ENG,Northampton,ORM
NA,US,US-IL,Northbrook,OBK
NA,US,US-AK,Northway,ORT
NA,CA,CA-MB,Norway House,YNE
EU,GB,GB-ENG,Norwich,NWI
NA,US,US-NY,Norwich,OIC
NA,US,US-MA,Norwood,OWD
AF,MG,MG-D,Nosy Be,NOS
EU,NO,NO-08,Notodden,NTB
EU,GB,GB-ENG,Nottingham,EMA
EU,GB,GB-ENG,Nottingham,NQT
AF,MR,MR-08,Nouadhibou,NDB
AF,MR,MR-NKC,Nouakchott,NKC
OC,NC,NC-U-A,Nouméa,GEA
OC,NC,NC-U-A,Nouméa,NOU
AF,BF,BF-KOS,Nouna,XNU
SA,BR,BR-RJ,Nova Iguaçu,QNV
SA,BR,BR-MT,Nova Xavantina,NOK
NA,US,US-CA,Novato,NOT
EU,RS,RS-06,Novi Sad,QND
SA,BR,BR-AM,Novo Aripuanã,NVP
SA,BR,BR-RS,Novo Hamburgo,QHV
AS,RU,RU-KEM,Novokuznetsk,NOZ
AS,RU,RU-NVS,Novosibirsk,OVB
AS,RU,RU-YAN,Novy Urengoy,NUX
OC,PG,PG-MBA,Nowata,NWT
AS,RU,RU-YAN,Noyabrsk,NOJ
NA,CU,CU-99,Nueva Gerona,GER
NA,NI,NI-AS,Nueva Guinea,NVG
NA,MX,MX-TAM,Nuevo Laredo,NLD
OC,PG,PG-NIK,Nuguria Island,NUG
NA,US,US-AK,Nuiqsut,NUI
OC,PG,PG-SAN,Nuku,UKU
OC,TO,TO-04,Nuku'alofa,TBU
AS,UZ,UZ-QR,Nukus,NCU
OC,PF,PF-U-A,Nukutavake,NUK
OC,PF,PF-U-A,Nukutepipi,NKP
NA,US,US-AK,Nunam Iqua,SXP
NA,US,US-AK,Nunapitchuk,NUP
AS,ID,ID-KU,Nunukan-Nunukan Island,NNX
SA,CO,CO-CHO,Nuquí,NQU
EU,DE,DE-BY,Nuremberg,NUE
AS,PK,PK-BA,Nushki,NHS
OC,AU,AU-NT,Nutwood Downs,UTD
NA,GL,GL-U-A,Nuuk,GOH
NA,US,US-AK,Nyac,ZNC
EU,RU,RU-KHM,Nyagan,NYA
AF,SD,SD-11,Nyala,UYL
AS,MM,MM-04,Nyaung U,NYU
AF,KE,KE-200,Nyeri,NYE
AS,CN,CN-54,Nyingchi,LZY
AF,AO,AO-LNO,Nzagi,NZA
AF,GN,GN-N,Nzérékoré,NZE
NA,US,US-WA,Oak Harbor,ODW
NA,US,US-CA,Oakdale,ODC
NA,US,US-CA,Oakland,JBK
NA,US,US-CA,Oakland,OAK
NA,US,US-IN,Oaktown,OTN
NA,MX,MX-OAX,Oaxaca,OAX
OC,NZ,NZ-STL,Oban,SZS
AS,ID,ID-PA,Obano-Papua Island,OBD
AF,SO,SO-MU,Obbia,CMO
SA,BR,BR-PA,Óbidos,OBI
SA,BR,BR-PA,Óbidos,OBI
AS,JP,JP-01,Obihiro,OBO
OC,PG,PG-WPD,Obo,OBX
AF,DJ,DJ-OB,Obock,OBC
NA,CA,CA-NT,Obre Lake,YDW
NA,US,US-FL,Ocala,OCF
SA,CO,CO-NSA,Ocaña,OCV
NA,US,US-MD,Ocean City,OCE
NA,CA,CA-BC,Ocean Falls,ZOF
NA,US,US-CA,Oceanside,OCN
NA,JM,JM-05,Ocho Rios,OCJ
AS,JP,JP-05,Odate,ONJ
EU,DK,DK-83,Odense,ODE
EU,UA,UA-51,Odessa,ODS
AF,CI,CI-10,Odienne,KEO
EU,GB,GB-ENG,Odiham,ODH
AS,TL,TL-OE,Oecussi-Ambeno,OEC
OC,AS,AS-U-A,Ofu Village,OFU
NA,US,US-NE,Ogallala,OGA
NA,US,US-UT,Ogden,HIF
NA,US,US-UT,Ogden,OGD
NA,US,US-NY,Ogdensburg,OGS
SA,GY,GY-DE,Ogle,OGL
NA,CA,CA-ON,Ogoki Post,YOG
EU,MK,MK-003,Ohrid,OHD
SA,BR,BR-AP,Oiapoque,OYK
NA,US,US-PA,Oil City,OIL
AS,JP,JP-44,Oita,OIT
AS,ID,ID-PA,Okaba-Papua Island,OKQ
OC,PG,PG-WPD,Okao,OKV
OC,FM,FM-KSA,Okat,KSA
AF,NA,NA-KU,Okaukuejo,OKF
AS,JP,JP-33,Okayama City,OKJ
NA,US,US-FL,Okeechobee,OBE
AS,RU,RU-SAK,Okha,OHH
AS,RU,RU-KHA,Okhotsk,OHO
AS,JP,JP-46,Okinoerabujima,OKE
AS,JP,JP-32,Okinoshima,OKI
NA,US,US-OK,Oklahoma City,DWN
NA,US,US-OK,Oklahoma City,OKC
NA,US,US-OK,Oklahoma City,PWA
NA,US,US-OK,Oklahoma City,TIK
NA,US,US-OK,Okmulgee,OKM
AF,GA,GA-2,Okondja,OKN
AF,CG,CG-8,Okoyo,OKG
OC,PG,PG-SAN,Oksapmin,OKP
AS,ID,ID-PA,Oksibil-Papua Island,OKL
AS,JP,JP-01,Okushiri Island,OIR
EU,IS,IS-6,Ólafsfjörður,OFJ
NA,HN,HN-YO,Olanchito,OAN
NA,US,US-KS,Olathe,JCI
NA,US,US-KS,Olathe,OJC
SA,AR,AR-B,Olavarria,OVR
EU,IT,IT-88,Olbia (SS),OLB
NA,CA,CA-YT,Old Crow,YOC
NA,US,US-ME,Old Town,OLD
NA,US,US-AK,Olga Bay,KOY
AS,MN,MN-071,Ölgii,ULG
NA,US,US-MS,Olive Branch,OLV
EU,CZ,CZ-OL,Olomouc,OLO
AS,PH,PH-ZMB,Olongapo City,SFS
OC,VU,VU-SAM,Olpoi,OLJ
OC,PG,PG-WPD,Olsobip,OLQ
NA,US,US-WA,Olympia,OLM
OC,AU,AU-SA,Olympic Dam,OLP
NA,US,US-NE,Omaha,OFF
NA,US,US-NE,Omaha,OMA
NA,US,US-WA,Omak,OMK
AF,GA,GA-8,Omboue,OMB
AF,NA,NA-KE,Omega,OMG
AS,IR,IR-10,Omidiyeh,OMI
AS,JP,JP-08,Omitama,IBR
OC,PG,PG-CPK,Omkalai,OML
AF,ET,ET-SN,Omo National Park,MUJ
OC,PG,PG-MPL,Omora,OSE
AS,RU,RU-OMS,Omsk,OMS
OC,PG,PG-CPM,Onange Mission,ONB
AF,NA,NA-ON,Ondangwa,OND
AS,MN,MN-039,Öndörkhaan,UNR
OC,FJ,FJ-E,Ono-i-Lau,ONU
OC,KI,KI-G,Onotoa,OOT
NA,US,US-OR,Ontario,ONO
NA,US,US-CA,Ontario,ONT
OC,SB,SB-ML,Ontong Java Atoll,OTV
EU,IS,IS-4,Onundarfjörður,HLO
NA,CA,CA-ON,Opapimiskan Lake,YBS
AF,NA,NA-KU,Opuwa,OPW
EU,RO,RO-BH,Oradea,OMR
AF,DZ,DZ-31,Oran,ORN
SA,AR,AR-A,Orán,ORA
OC,AU,AU-NSW,Orange,OAG
NA,BZ,BZ-OW,Orange Walk,ORZ
EU,FR,FR-U,Orange/Caritat,XOG
NA,US,US-SC,Orangeburg,OGB
AF,NA,NA-KA,Oranjemund,OMD
NA,AW,AW-U-A,Oranjestad,AUA
OC,AU,AU-QLD,Orchid Beach,OKB
AS,TW,TW-TTT,Orchid Island,KYD
OC,AU,AU-WA,Ord River,ODR
AS,CN,CN-15,Ordos,DSN
AS,TR,TR-52,Ordu,OGU
EU,SE,SE-T,Örebro,ORB
EU,RU,RU-ORL,Orel,OEL
EU,RU,RU-ORE,Orenburg,REN
OC,PG,PG-CPM,Oria,OTY
OC,AU,AU-QLD,Orientos,OXO
SA,GY,GY-PT,Orinduik,ORJ
EU,IT,IT-88,Oristano,FNU
SA,BR,BR-PA,Oriximiná,ORX
SA,BR,BR-PA,Oriximiná,TMT
EU,GB,GB-SCT,Orkney Islands,KOI
EU,GB,GB-SCT,Orkney Isle,HOY
EU,NO,NO-16,Ørland,OLA
NA,US,US-FL,Orlando,ISM
NA,US,US-FL,Orlando,MCO
NA,US,US-FL,Orlando,SFB
EU,FR,FR-F,Orléans/Bricy,ORE
AS,PK,PK-BA,Ormara Raik,ORW
AS,PH,PH-LEY,Ormoc City,OMC
EU,SE,SE-Y,Örnsköldsvik,OER
SA,CO,CO-CAS,Orocue,ORC
NA,US,US-CA,Oroville,OVE
EU,RU,RU-ORE,Orsk,OSW
EU,NO,NO-15,Ørsta,HOV
SA,BO,BO-O,Oruro,ORU
AS,AF,AF-ORU,Orūzgān,URZ
AS,JP,JP-27,Osaka,ITM
AS,JP,JP-27,Osaka,KIX
NA,US,US-WI,Osceola,OEO
AS,KG,KG-O,Osh,OSS
AF,NA,NA-ON,Oshakati,OHI
NA,CA,CA-ON,Oshawa,YOO
NA,US,US-NE,Oshkosh,OKS
NA,US,US-WI,Oshkosh,OSH
EU,HR,HR-14,Osijek,OSI
EU,NO,NO-03,Oslo,FBU
EU,NO,NO-02,Oslo,OSL
EU,NO,NO-01,Oslo,RYG
AS,IN,IN-MM,Osmanabad,OMN
SA,CL,CL-LL,Osorno,ZOS
OC,PG,PG-SAN,Ossima,OSG
EU,BE,BE-VWV,Ostend,OST
EU,SE,SE-Z,Östersund,OSD
EU,CZ,CZ-MO,Ostrava,OSR
AF,NA,NA-OH,Otjiwarongo,OTJ
NA,CA,CA-ON,Ottawa,TR7
NA,CA,CA-ON,Ottawa,YOW
NA,CA,CA-ON,Ottawa,YRO
NA,US,US-IA,Ottumwa,OTM
AF,CF,CF-HK,Ouadda,ODA
AF,BF,BF-KAD,Ouagadougou,OUA
AF,BF,BF-YAT,Ouahigouya,OUG
AF,CF,CF-VR,Ouanda Djallé,ODJ
AF,CI,CI-08,Ouango Fitini,OFI
AF,KM,KM-A,Ouani,AJN
AF,DZ,DZ-30,Ouargla,OGX
AF,MA,MA-OUA,Ouarzazate,OZZ
AS,LA,LA-OU,Oudomsay,ODY
AF,ZA,ZA-WC,Oudtshoorn,OUH
AF,MA,MA-OUJ,Oujda,OUD
EU,FI,FI-OL,Oulu / Oulunsalo,OUL
AF,DZ,DZ-04,Oum El Bouaghi,QMH
AF,TD,TD-BA,Oum Hadjer,OUM
SA,BR,BR-PA,Ourilândia do Norte,OIA
SA,BR,BR-SP,Ourinhos,OUS
OC,NC,NC-U-A,Ouvéa,UVE
NA,US,US-AK,Ouzinkie,KOZ
SA,CL,CL-CO,Ovalle,OVL
AF,ZA,ZA-WC,Overberg,OVG
AF,CG,CG-8,Owando,FTX
NA,US,US-MN,Owatonna,OWA
NA,CA,CA-ON,Owen Sound,YOS
NA,US,US-KY,Owensboro,OWB
AF,NG,NG-IM,Owerri,QOW
NA,US,US-CT,Oxford,OXC
NA,US,US-OH,Oxford,OXD
NA,US,US-MS,Oxford,UOX
NA,CA,CA-MB,Oxford House,YOH
NA,US,US-CA,Oxnard,OXR
AF,GA,GA-9,Oyem,OYE
AF,CG,CG-14,Oyo,OLL
OC,AU,AU-SA,OZ Minerals Prominent Hill Mine,PXH
AS,PH,PH-MSC,Ozamiz City,OZC
NA,US,US-TX,Ozona,OZA
AS,JP,JP-01,Ōzora,MMB
AS,MM,MM-13,Pa Pun,PPU
OC,VU,VU-MAP,Paama Island,PBJ
NA,GL,GL-U-A,Paamiut,JFR
NA,US,US-OR,Pacific City,PFC
AS,ID,ID-SU,Padang Sidempuan-Sumatra Island,AEG
AS,ID,ID-SB,Padang-Sumatra Island,PDG
EU,DE,DE-NW,Paderborn,PAD
EU,IT,IT-34,Padova,QPA
NA,US,US-KY,Paducah,PAH
AS,PH,PH-ZAS,Pagadian City,PAG
NA,US,US-AZ,Page,PGA
OC,AS,AS-U-A,Pago Pago,PPG
NA,US,US-CO,Pagosa Springs,PGO
NA,US,US-FL,Pahokee,PHK
OC,PG,PG-EPW,Paiela,PLE
AS,MM,MM-03,Pakhokku,PKK
AS,LA,LA-CH,Pakse,PKZ
AF,TD,TD-MK,Pala,PLF
NA,HN,HN-GD,Palacios,PCH
NA,US,US-TX,Palacios,PSX
EU,LT,LT-KL,Palanga,PLQ
AS,ID,ID-KT,Palangkaraya-Kalimantan Tengah,PKY
AF,BW,BW-CE,Palapye,QPH
AS,ID,ID-SS,Palembang-Sumatra Island,PLM
EU,IT,IT-82,Palermo,PMO
NA,US,US-TX,Palestine,PSN
NA,US,US-CA,Palm Springs,PSP
NA,US,US-CA,Palm Springs,TRM
NA,US,US-CA,Palm Springs,UDD
AF,MZ,MZ-P,Palma,LMZ
EU,ES,ES-PM,Palma De Mallorca,PMI
NA,CR,CR-P,Palmar Sur,PMZ
SA,VE,VE-C,Palmarito,PTM
SA,BR,BR-TO,Palmas,PMW
NA,PR,PR-U-A,Palmas del Mar,PPD
NA,US,US-CA,Palmdale,PMD
NA,US,US-AK,Palmer,PAQ
NA,US,US-MA,Palmer,PMX
NA,US,US-CA,Palo Alto,PAO
SA,SR,SR-SI,Paloemeu,OEM
AS,ID,ID-ST,Palu-Celebes Island,PLW
AF,BF,BF-KMP,Pama,XPA
AS,MY,MY-12,Pamol,PAY
NA,US,US-TX,Pampa,PPA
EU,ES,ES-NA,Pamplona,PNA
NA,US,US-FL,Panama City,PAM
NA,PA,PA-10,Panamá City,BLB
NA,US,US-FL,Panama City Beach,ECP
EU,LT,LT-PN,Panevėžys,PNV
OC,PG,PG-SHM,Pangia,PGN
AS,ID,ID-BB,Pangkal Pinang-Palaubangka Island,PGK
AS,ID,ID-KT,Pangkalanbun-Borneo Island,PKN
AS,MY,MY-08,Pangkor Island,PKG
NA,CA,CA-NU,Pangnirtung,YXP
OC,PG,PG-WPD,Pangoa,PGB
NA,US,US-UT,Panguitch,PNU
AS,PK,PK-BA,Panjgur,PJG
EU,IT,IT-82,Pantelleria (TP),PNL
AS,IN,IN-UP,Pantnagar,PGH
AS,CN,CN-51,Panzhihua,PZI
NA,US,US-CO,Paonia,WPO
EU,GB,GB-SCT,Papa Stour Island,PSV
EU,GB,GB-SCT,Papa Westray,PPW
OC,PF,PF-U-A,Papeete,PPT
AS,CY,CY-06,Paphos,PFO
OC,AU,AU-WA,Paraburdoo,PBO
AS,PK,PK-TA,Parachinar,PAJ
NA,US,US-AR,Paragould,PGR
SA,VE,VE-I,Paraguaná,LSP
AF,BJ,BJ-BO,Parakou,PKO
SA,GY,GY-PT,Paramakatoi,PMT
SA,SR,SR-PM,Paramaribo,ORG
SA,AR,AR-E,Parana,PRA
SA,BR,BR-PR,Paranaguá,PNG
SA,BR,BR-MS,Paranaíba,PBB
SA,BR,BR-PR,Paranavaí,PVI
AS,ID,ID-SU,Parapat-Sumatra Island,SIW
OC,SB,SB-ML,Parasi,PRS
SA,CO,CO-CAS,Paratebueno,EUO
SA,BR,BR-PA,Parauapebas,CKS
OC,AU,AU-WA,Pardoo,PRD
EU,CZ,CZ-PA,Pardubice,PED
SA,BR,BR-AM,Parintins,PIN
EU,FR,FR-J,Paris,CDG
EU,FR,FR-J,Paris,LBG
EU,FR,FR-J,Paris,ORY
NA,US,US-TN,Paris,PHT
NA,US,US-TX,Paris,PRX
NA,US,US-WI,Park Falls,PKF
NA,US,US-MN,Park Rapids,PKD
NA,US,US-WV,Parkersburg,PKB
OC,AU,AU-NSW,Parkes,PKE
EU,IT,IT-45,Parma,PMF
SA,BR,BR-PI,Parnaíba,PHB
EU,EE,EE-67,Pärnu,EPU
AS,BT,BT-11,Paro,PBH
EU,GR,GR-82,Paros Island,PAS
NA,CA,CA-ON,Parry Sound,YPD
AS,IR,IR-03,Parsabad,PFQ
NA,US,US-KS,Parsons,PPF
SA,GY,GY-CU,Paruma,PRR
NA,US,US-MS,Pascagoula,PGL
NA,US,US-WA,Pasco,PSC
AS,IN,IN-AR,Pasighat,IXT
AS,ID,ID-RI,Pasir Pengarayan-Sumatra Island,PPR
